"","SpecimenAccession","SpecimenBarcode","DeterminationCalcFullName","Collectors","CollectorNumber","Day","Month","Year","Accounted.for","Buds","Flowers","Fruits","Notes","Percent.Buds","Percent.Flowers","Percent.Fruit","doy","spClean","cult","hyb"
"74187","74187","0071424MOR","Tilia","Podrasky, N","1323V87",8,7,1987,"Yes",0,0,24,NA,0,0,100,189,"Tilia",FALSE,FALSE
"89954","89954","0071423MOR","Tilia","Klock, K","2769V89",13,7,1989,"Yes",0,1,16,NA,0,5.88235294117647,94.1176470588235,194,"Tilia",FALSE,FALSE
"137468","137468","0071422MOR","Tilia","Packard, S","8205V97",4,8,1997,"Yes",0,0,3,NA,0,0,100,216,"Tilia",FALSE,FALSE
"186495","186495","0098809MOR","Tilia 'Harvest Gold'","Beck, J","16025v18",4,10,2018,"Yes",0,0,2,NA,0,0,100,277,"Tilia 'Harvest",TRUE,FALSE
"187352","187352","0098531MOR","Tilia 'Harvest Gold'","Courtney, C","16267v19",12,7,2019,"Yes",0,35,20,NA,0,63.6363636363636,36.3636363636364,193,"Tilia 'Harvest",TRUE,FALSE
"66481","66481","0055197MOR","Tilia 'Redmond'","Podrasky, N","292V84",21,6,1984,"Yes",7,52,7,NA,10.6060606060606,78.7878787878788,10.6060606060606,173,"Tilia 'Redmond'",TRUE,FALSE
"73911","73911","0055206MOR","Tilia 'Redmond'","Podrasky, N","1429V87",25,7,1987,"Yes",0,0,2,NA,0,0,100,206,"Tilia 'Redmond'",TRUE,FALSE
"73924","73924","0055199MOR","Tilia 'Redmond'","Podrasky, N","1436V87",25,7,1987,"Yes",0,0,12,NA,0,0,100,206,"Tilia 'Redmond'",TRUE,FALSE
"73926","73926","0055204MOR","Tilia 'Redmond'","Podrasky, N","1433V87",25,7,1987,"Yes",0,0,9,NA,0,0,100,206,"Tilia 'Redmond'",TRUE,FALSE
"74191","74191","0055207MOR","Tilia 'Redmond'","Podrasky, N","1430V87",25,7,1987,"Yes",0,0,1,NA,0,0,100,206,"Tilia 'Redmond'",TRUE,FALSE
"74758","74758","0055203MOR","Tilia 'Redmond'","Podrasky, N","1434V87",25,7,1987,"Yes",0,0,3,NA,0,0,100,206,"Tilia 'Redmond'",TRUE,FALSE
"74759","74759","0055205MOR","Tilia 'Redmond'","Podrasky, N","1432V87",25,7,1987,"Yes",0,0,6,NA,0,0,100,206,"Tilia 'Redmond'",TRUE,FALSE
"96574","96574","0055208MOR","Tilia 'Redmond'","Gavlak, N","4141V90",2,10,1990,"Yes",0,0,3,NA,0,0,100,275,"Tilia 'Redmond'",TRUE,FALSE
"96871","96871","0055200MOR","Tilia 'Redmond'","Shimp, E","4208V90",17,10,1990,"Yes",0,0,2,NA,0,0,100,290,"Tilia 'Redmond'",TRUE,FALSE
"132119","132119","0055201MOR","Tilia 'Redmond'","Packard, S","7475V96",25,6,1996,"Yes",24,10,0,NA,70.5882352941177,29.4117647058824,0,177,"Tilia 'Redmond'",TRUE,FALSE
"132120","132120","0055194MOR","Tilia 'Redmond'","Packard, S","7472v96",25,6,1996,"Yes",17,13,0,NA,56.6666666666667,43.3333333333333,0,177,"Tilia 'Redmond'",TRUE,FALSE
"132122","132122","0055195MOR","Tilia 'Redmond'","Packard, S","7473V96",25,6,1996,"Yes",25,34,0,NA,42.3728813559322,57.6271186440678,0,177,"Tilia 'Redmond'",TRUE,FALSE
"132211","132211","0055198MOR","Tilia 'Redmond'","Packard, S","7474V96",25,6,1996,"Yes",26,24,1,NA,50.9803921568627,47.0588235294118,1.96078431372549,177,"Tilia 'Redmond'",TRUE,FALSE
"132267","132267","0055202MOR","Tilia 'Redmond'","Packard, S","7476V96",25,6,1996,"Yes",42,9,0,NA,82.3529411764706,17.6470588235294,0,177,"Tilia 'Redmond'",TRUE,FALSE
"152195","152195","0055196MOR","Tilia 'Redmond'","Packard, S","9256V01",19,6,2001,"Yes",6,12,10,NA,21.4285714285714,42.8571428571429,35.7142857142857,170,"Tilia 'Redmond'",TRUE,FALSE
"155777","155777","0045009MOR","Tilia 'Redmond'","Stephens, M","12",25,6,2003,"Yes",12,24,0,NA,33.3333333333333,66.6666666666667,0,176,"Tilia 'Redmond'",TRUE,FALSE
"183462","183462","0092284MOR","Tilia 'Redmond'","Madden, ME","14919v16",13,6,2016,"Yes",16,13,0,NA,55.1724137931034,44.8275862068966,0,165,"Tilia 'Redmond'",TRUE,FALSE
"188464","188464","0100250MOR","Tilia 'Redmond'","Worcester, L","LW 453",20,6,2020,"Yes",73,38,0,NA,65.7657657657658,34.2342342342342,0,172,"Tilia 'Redmond'",TRUE,FALSE
"62459","62459","0049549MOR","Tilia × euchlora K.Koch","Hess, WJ","6251",9,9,1986,"Yes",0,0,11,NA,0,0,100,252,"Tilia ×",FALSE,TRUE
"106266","106266","0049551MOR","Tilia × euchlora K.Koch","Packard, S","5467V92",1,9,1992,"Yes",0,0,24,NA,0,0,100,245,"Tilia ×",FALSE,TRUE
"107201","107201","0049550MOR","Tilia × euchlora K.Koch","Altvatter, K","5512V92",9,10,1992,"Yes",0,0,23,NA,0,0,100,283,"Tilia ×",FALSE,TRUE
"120628","120628","0049545MOR","Tilia × euchlora K.Koch","Carlino, J","6735V94",16,8,1994,"Yes",0,0,12,NA,0,0,100,228,"Tilia ×",FALSE,TRUE
"120629","120629","0049546MOR","Tilia × euchlora K.Koch","Carlino, J","6737V94",16,8,1994,"Yes",0,0,97,NA,0,0,100,228,"Tilia ×",FALSE,TRUE
"120631","120631","0049547MOR","Tilia × euchlora K.Koch","Carlino, J","6736V94",16,8,1994,"Yes",0,0,35,NA,0,0,100,228,"Tilia ×",FALSE,TRUE
"177322","177322","0064245MOR","Tilia × euchlora K.Koch","Potenberg, K","13928v13",6,8,2013,"Yes",0,0,40,NA,0,0,100,218,"Tilia ×",FALSE,TRUE
"188219","188219","0099468MOR","Tilia × euchlora K.Koch","Worcester, L","LW353",5,9,2018,"Yes",0,0,6,NA,0,0,100,248,"Tilia ×",FALSE,TRUE
"36813","36813","0060938MOR","Tilia × europaea 'Pallida'","Hess, WJ","4751",6,7,1979,"Yes",0,0,121,NA,0,0,100,187,"Tilia ×",TRUE,TRUE
"79007","79007","0049526MOR","Tilia × europaea 'Pallida'","Podrasky, N","1567V87",19,8,1987,"Yes",0,0,8,NA,0,0,100,231,"Tilia ×",TRUE,TRUE
"98742","98742","0049524MOR","Tilia × europaea 'Pallida'","Altvatter, K","4902V91",16,8,1991,"Yes",0,0,7,NA,0,0,100,228,"Tilia ×",TRUE,TRUE
"98743","98743","0049523MOR","Tilia × europaea 'Pallida'","Altvatter, K","4910V91",15,8,1991,"Yes",0,0,3,NA,0,0,100,227,"Tilia ×",TRUE,TRUE
"120839","120839","0049522MOR","Tilia × europaea 'Pallida'","Carlino, J","6730V94",16,8,1994,"Yes",0,0,11,NA,0,0,100,228,"Tilia ×",TRUE,TRUE
"177684","177684","0065971MOR","Tilia × europaea 'Pallida'","Glaysher, L","13952v13",15,8,2013,"Yes",0,0,6,NA,0,0,100,227,"Tilia ×",TRUE,TRUE
"27999","27999","0049556MOR","Tilia × europaea 'Tortuosa'","Braham, R","s.n.",29,6,1971,"Yes",0,14,28,NA,0,33.3333333333333,66.6666666666667,180,"Tilia ×",TRUE,TRUE
"28000","28000","0049554MOR","Tilia × europaea 'Tortuosa'","Read, RW","437",2,7,1970,"Yes",0,0,17,NA,0,0,100,183,"Tilia ×",TRUE,TRUE
"72837","72837","0049553MOR","Tilia × europaea 'Tortuosa'","Podrasky, N","1195V87",16,6,1987,"Yes",0,1,27,NA,0,3.57142857142857,96.4285714285714,167,"Tilia ×",TRUE,TRUE
"92556","92556","0049555MOR","Tilia × europaea 'Tortuosa'","Erickson, C","3544V90",19,6,1990,"Yes",1,13,3,NA,5.88235294117647,76.4705882352941,17.6470588235294,170,"Tilia ×",TRUE,TRUE
"153298","153298","0049552MOR","Tilia × europaea 'Tortuosa'","Anderson, B","7928",2,8,1979,"Yes",0,0,41,NA,0,0,100,214,"Tilia ×",TRUE,TRUE
"36812","36812","0088293MOR","Tilia × europaea L.","Hess, WJ","4753",6,7,1979,"Yes",0,0,153,NA,0,0,100,187,"Tilia ×",FALSE,TRUE
"112814","112814","0049544MOR","Tilia × europaea L.","Bradtke, HL","5893V93",23,6,1993,"Yes",19,24,2,NA,42.2222222222222,53.3333333333333,4.44444444444444,174,"Tilia ×",FALSE,TRUE
"112817","112817","0049543MOR","Tilia × europaea L.","Bradtke, HL","5899V93",25,6,1993,"Yes",10,20,2,NA,31.25,62.5,6.25,176,"Tilia ×",FALSE,TRUE
"112873","112873","0049525MOR","Tilia × europaea L.","Altvatter, K","5881V93",22,6,1993,"Yes",41,40,0,NA,50.6172839506173,49.3827160493827,0,173,"Tilia ×",FALSE,TRUE
"177526","177526","0065963MOR","Tilia × europaea L.","Potenberg, K","13887v13",16,7,2013,"Yes",0,0,40,NA,0,0,100,197,"Tilia ×",FALSE,TRUE
"177464","177464","0065630MOR","Tilia × flaccida Host ex Bayer","Potenberg, K","13888v13",16,7,2013,"Yes",0,0,9,NA,0,0,100,197,"Tilia ×",FALSE,TRUE
"74121","74121","0049558MOR","Tilia × flavescens A.Braun ex Döll","Bunyan, T","1533V87",11,8,1987,"Yes",0,0,44,NA,0,0,100,223,"Tilia ×",FALSE,TRUE
"79930","79930","0049557MOR","Tilia × flavescens A.Braun ex Döll","Podrasky, N","2096V88",22,6,1988,"Yes",26,9,0,NA,74.2857142857143,25.7142857142857,0,174,"Tilia ×",FALSE,TRUE
"72440","72440","0088290MOR","Tilia × orbicularis (Carrière) Jouin","Podrasky, N","1187V87",16,6,1987,"Yes",0,0,21,NA,0,0,100,167,"Tilia ×",FALSE,TRUE
"93284","93284","0088289MOR","Tilia × orbicularis (Carrière) Jouin","Packard, S","3656V90",17,7,1990,"Yes",0,0,20,NA,0,0,100,198,"Tilia ×",FALSE,TRUE
"120632","120632","0088288MOR","Tilia × orbicularis (Carrière) Jouin","Packard, S","6725V94",16,8,1994,"Yes",0,0,13,NA,0,0,100,228,"Tilia ×",FALSE,TRUE
"187829","187829","0099173MOR","Tilia × orbicularis (Carrière) Jouin","Worcester, L","LW405",25,9,2018,"Yes",0,0,2,NA,0,0,100,268,"Tilia ×",FALSE,TRUE
"74770","74770","0071419MOR","Tilia × zamoyskiana Wróbl.","Podrasky, N","1226V87",23,6,1987,"Yes",2,56,3,NA,3.27868852459016,91.8032786885246,4.91803278688525,174,"Tilia ×",FALSE,TRUE
"75703","75703","0071418MOR","Tilia × zamoyskiana Wróbl.","Podrasky, N","1308V87",7,7,1987,"Yes",0,0,101,NA,0,0,100,188,"Tilia ×",FALSE,TRUE
"75704","75704","0071417MOR","Tilia × zamoyskiana Wróbl.","Podrasky, N","1307V87",7,7,1987,"Yes",0,0,25,NA,0,0,100,188,"Tilia ×",FALSE,TRUE
"122449","122449","0048516MOR","Tilia × zamoyskiana Wróbl.","Knox, K","9951V04",25,6,2004,"Yes",38,53,0,NA,41.7582417582418,58.2417582417582,0,177,"Tilia ×",FALSE,TRUE
"142821","142821","0071416MOR","Tilia × zamoyskiana Wróbl.","Kirt, S","8557V98",28,6,1998,"Yes",0,17,4,NA,0,80.952380952381,19.047619047619,179,"Tilia ×",FALSE,TRUE
"153300","153300","0071420MOR","Tilia × zamoyskiana Wróbl.","Anderson, B","7921",2,8,1979,"Yes",0,0,1,NA,0,0,100,214,"Tilia ×",FALSE,TRUE
"159681","159681","0050112MOR","Tilia × zamoyskiana Wróbl.","Carle, M","10193V05",6,7,2005,"Yes",0,3,92,NA,0,3.15789473684211,96.8421052631579,187,"Tilia ×",FALSE,TRUE
"188215","188215","0099472MOR","Tilia × zamoyskiana Wróbl.","Worcester, L","LW347",30,8,2018,"Yes",0,0,11,NA,0,0,100,242,"Tilia ×",FALSE,TRUE
"188468","188468","0100246MOR","Tilia amurensis Rupr.","Worcester, L","LW 450",4,6,2019,"Yes",61,0,0,NA,100,0,0,155,"Tilia amurensis",FALSE,FALSE
"182412","182412","0088479MOR","Tilia amurensis subsp. amurensis","Dorrell, J","15168v16",25,10,2016,"Yes",0,0,1,NA,0,0,100,299,"Tilia amurensis",FALSE,FALSE
"170420","170420","0055677MOR","Tilia amurensis subsp. taquetii (C.K.Schneid.) Pigott","Means, E","11698v09",9,7,2009,"Yes",0,0,7,NA,0,0,100,190,"Tilia amurensis",FALSE,FALSE
"176994","176994","0064036MOR","Tilia amurensis subsp. taquetii (C.K.Schneid.) Pigott","Glaysher, L","13905v13",25,7,2013,"Yes",0,0,24,NA,0,0,100,206,"Tilia amurensis",FALSE,FALSE
"177467","177467","0065852MOR","Tilia amurensis subsp. taquetii (C.K.Schneid.) Pigott","Beck, J","13904v13",25,7,2013,"Yes",0,0,82,NA,0,0,100,206,"Tilia amurensis",FALSE,FALSE
"177468","177468","0065853MOR","Tilia amurensis subsp. taquetii (C.K.Schneid.) Pigott","Beck, J","13906v13",25,7,2013,"Yes",0,0,75,NA,0,0,100,206,"Tilia amurensis",FALSE,FALSE
"187836","187836","0099159MOR","Tilia amurensis subsp. taquetii (C.K.Schneid.) Pigott","Worcester, L","LW311",9,8,2018,"Yes",0,0,16,NA,0,0,100,221,"Tilia amurensis",FALSE,FALSE
"34695","34695","0049510MOR","Tilia chinensis Maxim.","Hess, WJ","4450",6,10,1978,"Yes",0,0,7,NA,0,0,100,279,"Tilia chinensis",FALSE,FALSE
"112864","112864","0049483MOR","Tilia chinensis Maxim.","Bradtke, HL","5891V93",23,6,1993,"Yes",91,19,0,NA,82.7272727272727,17.2727272727273,0,174,"Tilia chinensis",FALSE,FALSE
"120577","120577","0049482MOR","Tilia chinensis Maxim.","Packard, S","6718V94",16,8,1994,"Yes",0,0,12,NA,0,0,100,228,"Tilia chinensis",FALSE,FALSE
"122218","122218","0049481MOR","Tilia chinensis Maxim.","Altvatter, K","6795V94",25,8,1994,"Yes",0,0,21,NA,0,0,100,237,"Tilia chinensis",FALSE,FALSE
"158514","158514","0050088MOR","Tilia chinensis Maxim.","Vogel, S","9702V03",30,6,2003,"Yes",117,68,0,NA,63.2432432432432,36.7567567567568,0,181,"Tilia chinensis",FALSE,FALSE
"188449","188449","0099840MOR","Tilia chinensis Maxim.","Worcester, L","LW235",2,7,2018,"Yes",0,0,28,NA,0,0,100,183,"Tilia chinensis",FALSE,FALSE
"193013","193013","0109214MOR","Tilia cordata 'Corzam'","Potenberg, K","18549v24",22,8,2024,"Yes",0,0,6,NA,0,0,100,235,"Tilia cordata",TRUE,FALSE
"120627","120627","0050018MOR","Tilia cordata 'Greenspire'","Carlino, J","6734V94",16,8,1994,"Yes",0,0,4,NA,0,0,100,228,"Tilia cordata",TRUE,FALSE
"158959","158959","0051420MOR","Tilia cordata 'Greenspire'","Packard, S","9701V03",30,6,2003,"Yes",41,101,2,NA,28.4722222222222,70.1388888888889,1.38888888888889,181,"Tilia cordata",TRUE,FALSE
"179435","179435","0076037MOR","Tilia cordata 'Greenspire'","Means, E","14250v14",24,7,2014,"Yes",0,0,18,NA,0,0,100,205,"Tilia cordata",TRUE,FALSE
"142755","142755","0050016MOR","Tilia cordata 'Handsworth'","Kirt, S","8559V98",28,6,1998,"Yes",0,7,59,NA,0,10.6060606060606,89.3939393939394,179,"Tilia cordata",TRUE,FALSE
"28021","28021","0049492MOR","Tilia cordata Mill.","Teuscher, H","s.n.",16,7,1924,"Yes",35,60,0,NA,36.8421052631579,63.1578947368421,0,198,"Tilia cordata",FALSE,FALSE
"28025","28025","0049527MOR","Tilia cordata Mill.","Read, RW","433",2,7,1970,"Yes",0,0,31,NA,0,0,100,183,"Tilia cordata",FALSE,FALSE
"28026","28026","0049489MOR","Tilia cordata Mill.","Read, RW","432",2,7,1970,"Yes",0,7,20,NA,0,25.9259259259259,74.0740740740741,183,"Tilia cordata",FALSE,FALSE
"32416","32416","0049493MOR","Tilia cordata Mill.","Hess, WJ","4397",8,7,1978,"Yes",2,162,14,NA,1.12359550561798,91.0112359550562,7.86516853932584,189,"Tilia cordata",FALSE,FALSE
"36814","36814","0049528MOR","Tilia cordata Mill.","Anderson, B","7911",6,7,1979,"Yes",0,0,4,NA,0,0,100,187,"Tilia cordata",FALSE,FALSE
"36815","36815","0049532MOR","Tilia cordata Mill.","Anderson, B","7916",6,7,1979,"Yes",0,9,9,NA,0,50,50,187,"Tilia cordata",FALSE,FALSE
"36816","36816","0049529MOR","Tilia cordata Mill.","Anderson, B","7912",6,7,1979,"Yes",12,0,0,NA,100,0,0,187,"Tilia cordata",FALSE,FALSE
"36818","36818","0049531MOR","Tilia cordata Mill.","Anderson, B","7910",6,7,1979,"Yes",0,0,57,NA,0,0,100,187,"Tilia cordata",FALSE,FALSE
"36819","36819","0049486MOR","Tilia cordata Mill.","Hess, WJ","4754",6,7,1979,"Yes",0,0,146,NA,0,0,100,187,"Tilia cordata",FALSE,FALSE
"36820","36820","0049530MOR","Tilia cordata Mill.","Anderson, B","7915",6,7,1979,"Yes",9,40,0,NA,18.3673469387755,81.6326530612245,0,187,"Tilia cordata",FALSE,FALSE
"36821","36821","0049511MOR","Tilia cordata Mill.","Anderson, B","7914",6,7,1979,"Yes",0,1,30,NA,0,3.2258064516129,96.7741935483871,187,"Tilia cordata",FALSE,FALSE
"36822","36822","0049487MOR","Tilia cordata Mill.","Hess, WJ","4752",6,7,1979,"Yes",0,0,77,NA,0,0,100,187,"Tilia cordata",FALSE,FALSE
"65120","65120","0049534MOR","Tilia cordata Mill.","Podrasky, N","293V84",21,6,1984,"Yes",165,37,0,NA,81.6831683168317,18.3168316831683,0,173,"Tilia cordata",FALSE,FALSE
"66535","66535","0049501MOR","Tilia cordata Mill.","Podrasky, N","721V86",23,6,1986,"Yes",0,44,10,NA,0,81.4814814814815,18.5185185185185,174,"Tilia cordata",FALSE,FALSE
"66537","66537","0049490MOR","Tilia cordata Mill.","Podrasky, N","720V86",23,6,1986,"Yes",8,41,2,NA,15.6862745098039,80.3921568627451,3.92156862745098,174,"Tilia cordata",FALSE,FALSE
"66539","66539","0049536MOR","Tilia cordata Mill.","Podrasky, N","722V86",23,6,1986,"Yes",114,86,0,NA,57,43,0,174,"Tilia cordata",FALSE,FALSE
"73909","73909","0049494MOR","Tilia cordata Mill.","Podrasky, N","1441V87",25,7,1987,"Yes",0,0,5,NA,0,0,100,206,"Tilia cordata",FALSE,FALSE
"74104","74104","0049496MOR","Tilia cordata Mill.","Podrasky, N","1329V87",8,7,1987,"Yes",0,0,45,NA,0,0,100,189,"Tilia cordata",FALSE,FALSE
"79967","79967","0049491MOR","Tilia cordata Mill.","Podrasky, N","2094V88",22,6,1988,"Yes",7,2,0,NA,77.7777777777778,22.2222222222222,0,174,"Tilia cordata",FALSE,FALSE
"80695","80695","0049499MOR","Tilia cordata Mill.","Hess, WJ","2174V88",26,7,1988,"Yes",0,0,14,NA,0,0,100,208,"Tilia cordata",FALSE,FALSE
"89771","89771","0049504MOR","Tilia cordata Mill.","Packard, S","2794V89",25,7,1989,"Yes",0,0,53,NA,0,0,100,206,"Tilia cordata",FALSE,FALSE
"92587","92587","0049495MOR","Tilia cordata Mill.","Klock, K","3557V90",29,6,1990,"Yes",2,146,55,NA,0.985221674876847,71.9211822660099,27.0935960591133,180,"Tilia cordata",FALSE,FALSE
"93844","93844","0049535MOR","Tilia cordata Mill.","Shimp, E","3791V90",1,8,1990,"Yes",0,0,24,NA,0,0,100,213,"Tilia cordata",FALSE,FALSE
"94029","94029","0049533MOR","Tilia cordata Mill.","Packard, S","3654V90",17,7,1990,"Yes",0,0,38,NA,0,0,100,198,"Tilia cordata",FALSE,FALSE
"94431","94431","0049542MOR","Tilia cordata Mill.","Shimp, E","3827V90",7,8,1990,"Yes",0,0,22,NA,0,0,100,219,"Tilia cordata",FALSE,FALSE
"95440","95440","0049500MOR","Tilia cordata Mill.","Packard, S","3908V90",14,8,1990,"Yes",0,0,46,NA,0,0,100,226,"Tilia cordata",FALSE,FALSE
"96229","96229","0049502MOR","Tilia cordata Mill.","Gavlak, N","4152V90",2,10,1990,"Yes",0,0,29,NA,0,0,100,275,"Tilia cordata",FALSE,FALSE
"97653","97653","0049497MOR","Tilia cordata Mill.","Altvatter, K","4653V91",13,6,1991,"Yes",16,136,36,NA,8.51063829787234,72.3404255319149,19.1489361702128,164,"Tilia cordata",FALSE,FALSE
"98625","98625","0049537MOR","Tilia cordata Mill.","Packard, S","4855V91",6,8,1991,"Yes",0,0,6,NA,0,0,100,218,"Tilia cordata",FALSE,FALSE
"105393","105393","0049538MOR","Tilia cordata Mill.","Packard, S","5374V92",28,7,1992,"Yes",0,0,8,NA,0,0,100,210,"Tilia cordata",FALSE,FALSE
"105394","105394","0049539MOR","Tilia cordata Mill.","Packard, S","5372V92",28,7,1992,"Yes",0,0,29,NA,0,0,100,210,"Tilia cordata",FALSE,FALSE
"112816","112816","0049509MOR","Tilia cordata Mill.","Bradtke, HL","5898V93",23,6,1993,"Yes",16,39,4,NA,27.1186440677966,66.1016949152542,6.77966101694915,174,"Tilia cordata",FALSE,FALSE
"112843","112843","0049541MOR","Tilia cordata Mill.","Bradtke, HL","5894V93",23,6,1993,"Yes",23,80,5,NA,21.2962962962963,74.0740740740741,4.62962962962963,174,"Tilia cordata",FALSE,FALSE
"112876","112876","0049540MOR","Tilia cordata Mill.","Altvatter, K","5878V93",22,6,1993,"Yes",79,153,3,NA,33.6170212765957,65.1063829787234,1.27659574468085,173,"Tilia cordata",FALSE,FALSE
"112877","112877","0049516MOR","Tilia cordata Mill.","Altvatter, K","5877V93",22,6,1993,"Yes",16,52,0,NA,23.5294117647059,76.4705882352941,0,173,"Tilia cordata",FALSE,FALSE
"114282","114282","0049517MOR","Tilia cordata Mill.","Packard, S","6085V93",3,8,1993,"Yes",0,0,5,NA,0,0,100,215,"Tilia cordata",FALSE,FALSE
"119775","119775","0049515MOR","Tilia cordata Mill.","Altvatter, K","6567V94",16,6,1994,"Yes",2,10,1,NA,15.3846153846154,76.9230769230769,7.69230769230769,167,"Tilia cordata",FALSE,FALSE
"119781","119781","0049507MOR","Tilia cordata Mill.","Packard, S","6559V94",14,6,1994,"Yes",16,6,0,NA,72.7272727272727,27.2727272727273,0,165,"Tilia cordata",FALSE,FALSE
"120576","120576","0050017MOR","Tilia cordata Mill.","Packard, S","6717V94",16,8,1994,"Yes",0,0,13,NA,0,0,100,228,"Tilia cordata",FALSE,FALSE
"120584","120584","0049505MOR","Tilia cordata Mill.","Carlino, J","6664V94",2,8,1994,"Yes",0,0,31,NA,0,0,100,214,"Tilia cordata",FALSE,FALSE
"120609","120609","0049513MOR","Tilia cordata Mill.","Carlino, J","6663V94",3,8,1994,"Yes",0,0,10,NA,0,0,100,215,"Tilia cordata",FALSE,FALSE
"120616","120616","0049514MOR","Tilia cordata Mill.","Carlino, J","6662V94",3,8,1994,"Yes",0,0,8,NA,0,0,100,215,"Tilia cordata",FALSE,FALSE
"120639","120639","0071255MOR","Tilia cordata Mill.","Packard, S","6771V94",24,8,1994,"Yes",0,0,64,NA,0,0,100,236,"Tilia cordata",FALSE,FALSE
"120640","120640","0049498MOR","Tilia cordata Mill.","Packard, S","6773V94",24,8,1994,"Yes",0,0,19,NA,0,0,100,236,"Tilia cordata",FALSE,FALSE
"122220","122220","0049503MOR","Tilia cordata Mill.","Altvatter, K","6793V94",25,8,1994,"Yes",0,0,3,NA,0,0,100,237,"Tilia cordata",FALSE,FALSE
"138381","138381","0049512MOR","Tilia cordata Mill.","Hess, WJ","7847",13,8,1997,"Yes",0,0,63,NA,0,0,100,225,"Tilia cordata",FALSE,FALSE
"142081","142081","0049488MOR","Tilia cordata Mill.","DeMink, L","s.n.",31,7,1998,"Yes",0,0,17,NA,0,0,100,212,"Tilia cordata",FALSE,FALSE
"143725","143725","0049508MOR","Tilia cordata Mill.","Bolger, K","8790V99",25,5,1999,"Yes",15,0,0,NA,100,0,0,145,"Tilia cordata",FALSE,FALSE
"144047","144047","0049506MOR","Tilia cordata Mill.","Packard, S","8950V99",26,7,1999,"Yes",0,0,7,NA,0,0,100,207,"Tilia cordata",FALSE,FALSE
"155779","155779","0040854MOR","Tilia cordata Mill.","Stephens, M","3",30,6,2003,"Yes",67,34,0,NA,66.3366336633663,33.6633663366337,0,181,"Tilia cordata",FALSE,FALSE
"155986","155986","0042350MOR","Tilia cordata Mill.","Packard, S","9626V02",20,8,2002,"Yes",0,0,26,NA,0,0,100,232,"Tilia cordata",FALSE,FALSE
"158960","158960","0051419MOR","Tilia cordata Mill.","Packard, S","9703V03",30,6,2003,"Yes",9,30,51,NA,10,33.3333333333333,56.6666666666667,181,"Tilia cordata",FALSE,FALSE
"163488","163488","0052868MOR","Tilia cordata Mill.","Penny, W","10627V07",9,8,2007,"Yes",0,0,28,NA,0,0,100,221,"Tilia cordata",FALSE,FALSE
"171246","171246","0056320MOR","Tilia cordata Mill.","Ball, K","12304v10",15,6,2010,"Yes",11,50,0,NA,18.0327868852459,81.9672131147541,0,166,"Tilia cordata",FALSE,FALSE
"171355","171355","0056270MOR","Tilia cordata Mill.","Keller, M","12305v10",15,6,2010,"Yes",1,2,0,NA,33.3333333333333,66.6666666666667,0,166,"Tilia cordata",FALSE,FALSE
"176984","176984","0064033MOR","Tilia cordata Mill.","Carle, M","13855v13",26,6,2013,"Yes",0,29,62,NA,0,31.8681318681319,68.1318681318681,177,"Tilia cordata",FALSE,FALSE
"177329","177329","0064271MOR","Tilia cordata Mill.","Sachdev, S","13851v13",26,6,2013,"Yes",39,0,0,NA,100,0,0,177,"Tilia cordata",FALSE,FALSE
"177331","177331","0064272MOR","Tilia cordata Mill.","DeVries, C","13852v13",26,6,2013,"Yes",26,33,0,NA,44.0677966101695,55.9322033898305,0,177,"Tilia cordata",FALSE,FALSE
"177334","177334","0064277MOR","Tilia cordata Mill.","Potenberg, K","13885v13",16,7,2013,"Yes",0,0,16,NA,0,0,100,197,"Tilia cordata",FALSE,FALSE
"177339","177339","0064276MOR","Tilia cordata Mill.","Potenberg, K","13884v13",16,7,2013,"Yes",0,0,43,NA,0,0,100,197,"Tilia cordata",FALSE,FALSE
"177465","177465","0065632MOR","Tilia cordata Mill.","Casey, A","13892v13",22,7,2013,"Yes",0,0,29,NA,0,0,100,203,"Tilia cordata",FALSE,FALSE
"177466","177466","0065850MOR","Tilia cordata Mill.","Matejka, K","13894v13",23,7,2013,"Yes",0,0,31,NA,0,0,100,204,"Tilia cordata",FALSE,FALSE
"177474","177474","0065849MOR","Tilia cordata Mill.","Casey, A","13893v13",22,7,2013,"Yes",0,0,19,NA,0,0,100,203,"Tilia cordata",FALSE,FALSE
"181628","181628","0082894MOR","Tilia cordata Mill.","Potenberg, K","14533v15",28,7,2015,"Yes",0,0,34,NA,0,0,100,209,"Tilia cordata",FALSE,FALSE
"182181","182181","0084738MOR","Tilia cordata Mill.","?","14534v15",NA,NA,NA,"Yes",0,0,49,NA,0,0,100,NA,"Tilia cordata",FALSE,FALSE
"183123","183123","0091047MOR","Tilia cordata Mill.","Means, E","14932v16",16,6,2016,"Yes",30,61,0,NA,32.967032967033,67.032967032967,0,168,"Tilia cordata",FALSE,FALSE
"188242","188242","0099473MOR","Tilia cordata Mill.","Moran, E","16228v19",26,6,2019,"Yes",39,33,0,NA,54.1666666666667,45.8333333333333,0,177,"Tilia cordata",FALSE,FALSE
"27961","27961","0049484MOR","Tilia cordata Mill. subsp. cordata","Ciolac, C","s.n.",9,7,1969,"Yes",1,52,3,NA,1.78571428571429,92.8571428571429,5.35714285714286,190,"Tilia cordata",FALSE,FALSE
"36817","36817","0049485MOR","Tilia cordata Mill. subsp. cordata","Anderson, B","7918",6,7,1979,"Yes",0,31,12,NA,0,72.093023255814,27.906976744186,187,"Tilia cordata",FALSE,FALSE
