"","SpecimenAccession","SpecimenBarcode","DeterminationCalcFullName","Collectors","CollectorNumber","Day","Month","Year","Accounted.for","Buds","Flowers","Fruits","Notes","Percent.Buds","Percent.Flowers","Percent.Fruit","doy","spClean","cult","hyb"
"95899","95899","0071396MOR","Tilia tomentosa Moench","Gavlak, N","4027",29,8,1990,"Yes",0,0,10,NA,0,0,100,241,"Tilia tomentosa",FALSE,FALSE
"96089","96089","0071393MOR","Tilia tomentosa Moench","Gavlak, N","4029",29,8,1990,"Yes",0,0,5,NA,0,0,100,241,"Tilia tomentosa",FALSE,FALSE
"97798","97798","0071407MOR","Tilia tomentosa Moench","Gavlak, N","4726",26,6,1991,"Yes",2,16,0,NA,11.1111111111111,88.8888888888889,0,177,"Tilia tomentosa",FALSE,FALSE
"122219","122219","0071395MOR","Tilia tomentosa Moench","Altvatter, K","6794V94",25,8,1994,"Yes",0,4,23,NA,0,14.8148148148148,85.1851851851852,237,"Tilia tomentosa",FALSE,FALSE
"143959","143959","0071318MOR","Tilia tomentosa Moench","Philip, M","s.n.",28,6,1999,"Yes",69,13,0,NA,84.1463414634146,15.8536585365854,0,179,"Tilia tomentosa",FALSE,FALSE
"155783","155783","0040385MOR","Tilia tomentosa Moench","Stephens, M","8",11,7,2003,"Yes",7,37,0,NA,15.9090909090909,84.0909090909091,0,192,"Tilia tomentosa",FALSE,FALSE
"177469","177469","0065631MOR","Tilia tomentosa Moench","Potenberg, K","13889v13",16,7,2013,"Yes",0,0,15,NA,0,0,100,197,"Tilia tomentosa",FALSE,FALSE
"188237","188237","0099478MOR","Tilia tomentosa Moench","Moran, E","16241v19",10,7,2019,"Yes",21,81,2,NA,20.1923076923077,77.8846153846154,1.92307692307692,191,"Tilia tomentosa",FALSE,FALSE
"98505","98505","0071414MOR","Tilia tuan Szyszyl.","Packard, S","4854V91",6,8,1991,"Yes",0,0,16,NA,0,0,100,218,"Tilia tuan",FALSE,FALSE
"120844","120844","0071413MOR","Tilia tuan Szyszyl.","Packard, S","6722V94",16,8,1994,"Yes",0,0,21,NA,0,0,100,228,"Tilia tuan",FALSE,FALSE
"122247","122247","0071415MOR","Tilia tuan Szyszyl.","Hess, WJ","6807V94",30,8,1994,"Yes",0,0,3,NA,0,0,100,242,"Tilia tuan",FALSE,FALSE
"177016","177016","0064061MOR","Tilia tuan Szyszyl.","Glaysher, L","13935v13",8,8,2013,"Yes",0,0,28,NA,0,0,100,220,"Tilia tuan",FALSE,FALSE
"36824","36824","0060916MOR","Tilia tuan var. chinensis (Szyszyl.) Rehder & E.H.Wilson","Hess, WJ","4444",6,10,1978,"Yes",0,0,30,NA,0,0,100,279,"Tilia tuan",FALSE,FALSE
"194029","194029","0109191MOR","Tilia americana 'Boulevard'","Dorrell, J","18674v24",7,11,2024,"Yes",0,0,3,NA,0,0,100,312,"Tilia americana",TRUE,FALSE
"74771","74771","0049446MOR","Tilia americana 'Dentata'","Podrasky, N","1227V87",23,6,1987,"Yes",2,9,0,NA,18.1818181818182,81.8181818181818,0,174,"Tilia americana",TRUE,FALSE
"120578","120578","0049447MOR","Tilia americana 'Dentata'","Packard, S","6719V94",16,8,1994,"Yes",0,0,13,NA,0,0,100,228,"Tilia americana",TRUE,FALSE
"177014","177014","0064059MOR","Tilia americana 'Dentata'","Glaysher, L","13922v13",1,8,2013,"Yes",0,0,2,NA,0,0,100,213,"Tilia americana",TRUE,FALSE
"171380","171380","0056295MOR","Tilia americana 'McKSentry'","Sachdev, S","12588v10",22,9,2010,"Yes",0,0,5,NA,0,0,100,265,"Tilia americana",TRUE,FALSE
"171717","171717","0056634MOR","Tilia americana 'McKSentry'","DeVries, C","12589v10",22,9,2010,"Yes",0,0,1,NA,0,0,100,265,"Tilia americana",TRUE,FALSE
"171797","171797","0056690MOR","Tilia americana 'McKSentry'","Carle, M","12590v10",22,9,2010,"Yes",0,0,5,NA,0,0,100,265,"Tilia americana",TRUE,FALSE
"183817","183817","0092290MOR","Tilia americana 'McKSentry'","Nowicki, B","14918v16",13,6,2016,"Yes",28,0,0,NA,100,0,0,165,"Tilia americana",TRUE,FALSE
"34702","34702","0050046MOR","Tilia americana 'Moltkei'","Hess, WJ","4445",6,10,1978,"Yes",0,0,9,NA,0,0,100,279,"Tilia americana",TRUE,FALSE
"36841","36841","0050045MOR","Tilia americana 'Moltkei'","Hess, WJ","4743",5,7,1979,"Yes",0,4,7,NA,0,36.3636363636364,63.6363636363636,186,"Tilia americana",TRUE,FALSE
"36842","36842","0050044MOR","Tilia americana 'Moltkei'","Hess, WJ","4758",9,7,1979,"Yes",0,17,114,NA,0,12.9770992366412,87.0229007633588,190,"Tilia americana",TRUE,FALSE
"74851","74851","0050041MOR","Tilia americana 'Moltkei'","Hess, WJ","1241V87",24,6,1987,"Yes",6,45,2,NA,11.3207547169811,84.9056603773585,3.77358490566038,175,"Tilia americana",TRUE,FALSE
"74854","74854","0050043MOR","Tilia americana 'Moltkei'","Hess, WJ","1243V87",24,6,1987,"Yes",0,60,19,NA,0,75.9493670886076,24.0506329113924,175,"Tilia americana",TRUE,FALSE
"76841","76841","0050042MOR","Tilia americana 'Moltkei'","Podrasky, N","1514V87",5,8,1987,"Yes",0,0,28,NA,0,0,100,217,"Tilia americana",TRUE,FALSE
"89848","89848","0050040MOR","Tilia americana 'Moltkei'","Packard, S","2791V89",25,7,1989,"Yes",12,0,44,NA,21.4285714285714,0,78.5714285714286,206,"Tilia americana",TRUE,FALSE
"89849","89849","0050039MOR","Tilia americana 'Moltkei'","Packard, S","2790V89",25,7,1989,"Yes",0,0,20,NA,0,0,100,206,"Tilia americana",TRUE,FALSE
"94714","94714","0050037MOR","Tilia americana 'Moltkei'","Shimp, E","3843V90",7,8,1990,"Yes",0,0,31,NA,0,0,100,219,"Tilia americana",TRUE,FALSE
"98398","98398","0050036MOR","Tilia americana 'Moltkei'","Altvatter, K","4906V91",16,8,1991,"Yes",0,0,3,NA,0,0,100,228,"Tilia americana",TRUE,FALSE
"98740","98740","0050035MOR","Tilia americana 'Moltkei'","Altvatter, K","4909V91",15,8,1991,"Yes",0,0,6,NA,0,0,100,227,"Tilia americana",TRUE,FALSE
"98741","98741","0050038MOR","Tilia americana 'Moltkei'","Altvatter, K","4895V91",15,8,1991,"Yes",0,0,11,NA,0,0,100,227,"Tilia americana",TRUE,FALSE
"104526","104526","0050033MOR","Tilia americana 'Moltkei'","Altvatter, K","5224V92",6,6,1992,"Yes",75,0,0,NA,100,0,0,158,"Tilia americana",TRUE,FALSE
"104530","104530","0050034MOR","Tilia americana 'Moltkei'","Altvatter, K","5223V92",24,6,1992,"Yes",56,0,0,NA,100,0,0,176,"Tilia americana",TRUE,FALSE
"120175","120175","0050031MOR","Tilia americana 'Moltkei'","Carlino, J","6617V94",14,7,1994,"Yes",0,0,13,NA,0,0,100,195,"Tilia americana",TRUE,FALSE
"120830","120830","0050032MOR","Tilia americana 'Moltkei'","Altvatter, K","6715V94",14,8,1994,"Yes",0,0,6,NA,0,0,100,226,"Tilia americana",TRUE,FALSE
"137333","137333","0050030MOR","Tilia americana 'Moltkei'","Allen, K","8088V97",10,7,1997,"Yes",7,71,1,NA,8.86075949367089,89.873417721519,1.26582278481013,191,"Tilia americana",TRUE,FALSE
"187840","187840","0099164MOR","Tilia americana 'Moltkei'","Worcester, L","LW333",23,8,2018,"Yes",0,0,2,NA,0,0,100,235,"Tilia americana",TRUE,FALSE
"188216","188216","0099471MOR","Tilia americana 'Redmond'","Worcester, L","LW348",30,8,2018,"Yes",0,0,0,NA,0,0,0,242,"Tilia americana",TRUE,FALSE
"67","67",NA,"Tilia americana var. americana","Hafkin, M","MH001",1,6,2026,"Yes",66,0,0,NA,100,0,0,152,"Tilia americana",FALSE,FALSE
"27952","27952","0049444MOR","Tilia americana var. americana","Read, RW","439",2,7,1970,"Yes",8,36,0,NA,18.1818181818182,81.8181818181818,0,183,"Tilia americana",FALSE,FALSE
"27953","27953","0049420MOR","Tilia americana var. americana","Braham, R","s.n.",26,7,1971,"Yes",0,0,5,NA,0,0,100,207,"Tilia americana",FALSE,FALSE
"27954","27954","0049439MOR","Tilia americana var. americana","Ciolac, C","s.n.",10,7,1969,"Yes",54,51,0,NA,51.4285714285714,48.5714285714286,0,191,"Tilia americana",FALSE,FALSE
"27956","27956","0049437MOR","Tilia americana var. americana","Kammerer, E","s.n.",4,7,1936,"Yes",0,0,0,"Only leaves",0,0,0,186,"Tilia americana",FALSE,FALSE
"27957","27957","0049435MOR","Tilia americana var. americana","Kammerer, E","s.n.",2,7,1936,"Yes",31,17,0,NA,64.5833333333333,35.4166666666667,0,184,"Tilia americana",FALSE,FALSE
"27958","27958","0049438MOR","Tilia americana var. americana","Hawkinson, L","s.n.",31,8,1940,"Yes",0,0,3,"Only leaves, but area where three seeds were glued at the end of a bract",0,0,100,244,"Tilia americana",FALSE,FALSE
"36829","36829","0049433MOR","Tilia americana var. americana","Hess, WJ","4744",5,7,1979,"Yes",10,32,7,NA,20.4081632653061,65.3061224489796,14.2857142857143,186,"Tilia americana",FALSE,FALSE
"36830","36830","0049425MOR","Tilia americana var. americana","Hess, WJ","4756",9,7,1979,"Yes",4,4,0,NA,50,50,0,190,"Tilia americana",FALSE,FALSE
"36832","36832","0049427MOR","Tilia americana var. americana","Hess, WJ","4741",5,7,1979,"Yes",5,24,0,NA,17.2413793103448,82.7586206896552,0,186,"Tilia americana",FALSE,FALSE
"36833","36833","0049434MOR","Tilia americana var. americana","Hess, WJ","4443",6,10,1978,"Yes",0,0,1,NA,0,0,100,279,"Tilia americana",FALSE,FALSE
"36834","36834","0049463MOR","Tilia americana var. americana","Hess, WJ","4742",5,7,1979,"Yes",10,48,8,NA,15.1515151515152,72.7272727272727,12.1212121212121,186,"Tilia americana",FALSE,FALSE
"36835","36835","0049462MOR","Tilia americana var. americana","Hess, WJ","4740",5,7,1979,"Yes",9,39,0,NA,18.75,81.25,0,186,"Tilia americana",FALSE,FALSE
"36836","36836","0049424MOR","Tilia americana var. americana","Hess, WJ","4755",6,7,1979,"Yes",29,8,0,NA,78.3783783783784,21.6216216216216,0,187,"Tilia americana",FALSE,FALSE
"36837","36837","0049567MOR","Tilia americana var. americana","Anderson, B","7920",6,7,1979,"Yes",61,19,0,NA,76.25,23.75,0,187,"Tilia americana",FALSE,FALSE
"74768","74768","0049441MOR","Tilia americana var. americana","Podrasky, N","1223V87",23,6,1987,"Yes",19,102,27,NA,12.8378378378378,68.9189189189189,18.2432432432432,174,"Tilia americana",FALSE,FALSE
"74769","74769","0049473MOR","Tilia americana var. americana","Podrasky, N","1225V87",23,6,1987,"Yes",0,10,0,NA,0,100,0,174,"Tilia americana",FALSE,FALSE
"74772","74772","0049474MOR","Tilia americana var. americana","Podrasky, N","1228V87",23,6,1987,"Yes",42,46,4,NA,45.6521739130435,50,4.34782608695652,174,"Tilia americana",FALSE,FALSE
"74773","74773","0049436MOR","Tilia americana var. americana","Podrasky, N","1229V87",23,6,1987,"Yes",6,12,0,NA,33.3333333333333,66.6666666666667,0,174,"Tilia americana",FALSE,FALSE
"75701","75701","0049472MOR","Tilia americana var. americana","Podrasky, N","1312V87",7,7,1987,"Yes",0,0,1,NA,0,0,100,188,"Tilia americana",FALSE,FALSE
"76330","76330","0049440MOR","Tilia americana var. americana","Podrasky, N","1224V87",23,6,1987,"Yes",20,41,9,NA,28.5714285714286,58.5714285714286,12.8571428571429,174,"Tilia americana",FALSE,FALSE
"77154","77154","0049471MOR","Tilia americana var. americana","Hess, WJ","4746",5,7,1979,"Yes",0,0,10,NA,0,0,100,186,"Tilia americana",FALSE,FALSE
"85524","85524","0049470MOR","Tilia americana var. americana","Klock, K","2873V89",9,8,1989,"Yes",0,0,5,NA,0,0,100,221,"Tilia americana",FALSE,FALSE
"89773","89773","0049475MOR","Tilia americana var. americana","Packard, S","2796V89",25,7,1989,"Yes",0,0,2,NA,0,0,100,206,"Tilia americana",FALSE,FALSE
"89774","89774","0049467MOR","Tilia americana var. americana","Packard, S","2795V89",25,7,1989,"Yes",0,1,28,NA,0,3.44827586206897,96.551724137931,206,"Tilia americana",FALSE,FALSE
"89847","89847","0049421MOR","Tilia americana var. americana","Packard, S","2792V89",25,7,1989,"Yes",0,2,39,NA,0,4.8780487804878,95.1219512195122,206,"Tilia americana",FALSE,FALSE
"89853","89853","0049468MOR","Tilia americana var. americana","Packard, S","2786V89",25,7,1989,"Yes",0,0,16,NA,0,0,100,206,"Tilia americana",FALSE,FALSE
"89854","89854","0049469MOR","Tilia americana var. americana","Packard, S","2785V89",25,7,1989,"Yes",0,0,3,NA,0,0,100,206,"Tilia americana",FALSE,FALSE
"92563","92563","0049442MOR","Tilia americana var. americana","Klock, K","3571V90",5,7,1990,"Yes",0,39,11,NA,0,78,22,186,"Tilia americana",FALSE,FALSE
"92583","92583","0049443MOR","Tilia americana var. americana","Klock, K","3568V90",5,7,1990,"Yes",1,48,62,NA,0.900900900900901,43.2432432432432,55.8558558558559,186,"Tilia americana",FALSE,FALSE
"95431","95431","0049429MOR","Tilia americana var. americana","Packard, S","3909V90",14,8,1990,"Yes",0,0,4,NA,0,0,100,226,"Tilia americana",FALSE,FALSE
"98399","98399","0049430MOR","Tilia americana var. americana","Packard, S","4812v91",23,7,1991,"Yes",0,1,4,NA,0,20,80,204,"Tilia americana",FALSE,FALSE
"105018","105018","0049464MOR","Tilia americana var. americana","Hess, WJ","5294V92",9,7,1992,"Yes",15,5,0,NA,75,25,0,191,"Tilia americana",FALSE,FALSE
"113792","113792","0049458MOR","Tilia americana var. americana","Altvatter, K","6015V93",16,7,1993,"Yes",0,0,44,NA,0,0,100,197,"Tilia americana",FALSE,FALSE
"119777","119777","0049423MOR","Tilia americana var. americana","Altvatter, K","6564V94",16,6,1994,"Yes",38,31,0,NA,55.0724637681159,44.9275362318841,0,167,"Tilia americana",FALSE,FALSE
"120172","120172","0071216MOR","Tilia americana var. americana","Carlino, J","6620V94",14,7,1994,"Yes",0,0,15,NA,0,0,100,195,"Tilia americana",FALSE,FALSE
"120173","120173","0049428MOR","Tilia americana var. americana","Carlino, J","6619V94",14,7,1994,"Yes",0,0,7,NA,0,0,100,195,"Tilia americana",FALSE,FALSE
"120598","120598","0049422MOR","Tilia americana var. americana","Packard, S","6724V94",16,8,1994,"Yes",0,0,5,NA,0,0,100,228,"Tilia americana",FALSE,FALSE
"127887","127887","0049448MOR","Tilia americana var. americana","Altvatter, K","7264V95",21,8,1995,"Yes",0,0,2,NA,0,0,100,233,"Tilia americana",FALSE,FALSE
"133388","133388","0049426MOR","Tilia americana var. americana","Packard, S","7607V96",17,9,NA,"Yes",0,0,3,NA,0,0,100,NA,"Tilia americana",FALSE,FALSE
"140773","140773","0049445MOR","Tilia americana var. americana","Allen, K","8358V97",28,7,1997,"Yes",0,0,0,"Only leaves but notes say plant had green fruit",0,0,0,209,"Tilia americana",FALSE,FALSE
"142820","142820","0049465MOR","Tilia americana var. americana","Kirt, S","8558V98",28,6,1998,"Yes",0,2,14,NA,0,12.5,87.5,179,"Tilia americana",FALSE,FALSE
"142830","142830","0049466MOR","Tilia americana var. americana","Kirt, S","8572V98",30,6,1998,"Yes",24,27,2,NA,45.2830188679245,50.9433962264151,3.77358490566038,181,"Tilia americana",FALSE,FALSE
"155778","155778","0040856MOR","Tilia americana var. americana","Stephens, M","1",30,6,2003,"Yes",70,10,0,NA,87.5,12.5,0,181,"Tilia americana",FALSE,FALSE
"160656","160656","0052754MOR","Tilia americana var. americana","Rytych, K","10565V07",18,6,2007,"Yes",40,3,0,NA,93.0232558139535,6.97674418604651,0,169,"Tilia americana",FALSE,FALSE
"169785","169785","0055424MOR","Tilia americana var. americana","Potenberg, K","11747v09",4,8,2009,"Yes",0,0,2,NA,0,0,100,216,"Tilia americana",FALSE,FALSE
"170264","170264","0055616MOR","Tilia americana var. americana","Potenberg, K","11342v08",30,9,2008,"Yes",0,0,6,NA,0,0,100,274,"Tilia americana",FALSE,FALSE
"170398","170398","0055553MOR","Tilia americana var. americana","Guillou, R","11746v09",4,8,2009,"Yes",0,0,20,NA,0,0,100,216,"Tilia americana",FALSE,FALSE
"171198","171198","0056140MOR","Tilia americana var. americana","Beck, J","12332v10",24,6,2010,"Yes",0,4,1,NA,0,80,20,175,"Tilia americana",FALSE,FALSE
"177303","177303","0064262MOR","Tilia americana var. americana","Means, E","13923v13",1,8,2013,"Yes",0,0,18,NA,0,0,100,213,"Tilia americana",FALSE,FALSE
"177336","177336","0064274MOR","Tilia americana var. americana","Casey, A","13882v13",15,7,2013,"Yes",3,0,24,"No flowers. Maybe problem with handling",11.1111111111111,0,88.8888888888889,196,"Tilia americana",FALSE,FALSE
"177677","177677","0065607MOR","Tilia americana var. americana","Beck, J","13956v13",15,8,2013,"Yes",0,1,2,"Two areas on bract where seeds likely were",0,33.3333333333333,66.6666666666667,227,"Tilia americana",FALSE,FALSE
"177678","177678","0065606MOR","Tilia americana var. americana","Glaysher, L","13955v13",15,8,2013,"Yes",0,0,2,NA,0,0,100,227,"Tilia americana",FALSE,FALSE
"188087","188087","0099966MOR","Tilia americana var. americana","Potenberg,","16777v21",10,6,2021,"Yes",37,0,0,NA,100,0,0,161,"Tilia americana",FALSE,FALSE
"188218","188218","0099469MOR","Tilia americana var. americana","Worcester, L","LW351",30,8,2018,"Yes",0,0,0,NA,0,0,0,242,"Tilia americana",FALSE,FALSE
"188238","188238","0099477MOR","Tilia americana var. americana","DeVries, C","16239v19",3,7,2019,"Yes",0,0,0,NA,0,0,0,184,"Tilia americana",FALSE,FALSE
"190582","190582","0101662MOR","Tilia americana var. americana","Worcester, L","LW 556",18,9,2020,"Yes",0,0,6,NA,0,0,100,262,"Tilia americana",FALSE,FALSE
"190583","190583","0101661MOR","Tilia americana var. americana","Worcester, L","LW 557",18,9,2020,"Yes",0,0,0,NA,0,0,0,262,"Tilia americana",FALSE,FALSE
"68","68",NA,"Tilia americana var. americana","Potenberg, K","19136v26",7,5,2026,"Yes",0,0,0,NA,0,0,0,127,"Tilia americana",FALSE,FALSE
"90587","90587","0049476MOR","Tilia americana var. caroliniana (Mill.) Castigl.","Packard, S","2861V89",8,8,1989,"Yes",0,0,17,NA,0,0,100,220,"Tilia americana",FALSE,FALSE
"95337","95337","0049560MOR","Tilia americana var. caroliniana (Mill.) Castigl.","Packard, S","3907V90",14,8,1990,"Yes",0,0,3,NA,0,0,100,226,"Tilia americana",FALSE,FALSE
"153301","153301","0049559MOR","Tilia americana var. caroliniana (Mill.) Castigl.","Anderson, B","7927",2,8,1979,"Yes",0,0,0,NA,0,0,0,214,"Tilia americana",FALSE,FALSE
"177337","177337","0064275MOR","Tilia americana var. caroliniana (Mill.) Castigl.","Casey, A","13883v13",15,7,2013,"Yes",2,1,52,NA,3.63636363636364,1.81818181818182,94.5454545454545,196,"Tilia americana",FALSE,FALSE
"187830","187830","0099174MOR","Tilia americana var. caroliniana (Mill.) Castigl.","Worcester, L","LW406",25,9,2018,"Yes",0,0,0,NA,0,0,0,268,"Tilia americana",FALSE,FALSE
"177304","177304","0064265MOR","Tilia americana var. heterophylla 'Continental Appeal'","Potenberg, K","13930v13",6,8,2013,"Yes",0,0,2,NA,0,0,100,218,"Tilia americana",TRUE,FALSE
"177826","177826","0065924MOR","Tilia americana var. heterophylla 'Continental Appeal'","Potenberg, K","13929v13",6,8,2013,"Yes",0,0,6,NA,0,0,100,218,"Tilia americana",TRUE,FALSE
"182839","182839","0090205MOR","Tilia americana var. heterophylla 'Continental Appeal'","Potenberg, K","14960v16",28,6,2016,"Yes",8,20,0,NA,28.5714285714286,71.4285714285714,0,180,"Tilia americana",TRUE,FALSE
"182841","182841","0090203MOR","Tilia americana var. heterophylla 'Continental Appeal'","Potenberg, K","14957v16",28,6,2016,"Yes",9,30,0,NA,23.0769230769231,76.9230769230769,0,180,"Tilia americana",TRUE,FALSE
"187841","187841","0099165MOR","Tilia americana var. heterophylla 'Continental Appeal'","Worcester, L","LW334",23,8,2018,"Yes",0,0,2,NA,0,0,100,235,"Tilia americana",TRUE,FALSE
"120849","120849","0049569MOR","Tilia americana var. heterophylla (Vent.) Loudon","Packard, S","6721V94",16,8,1994,"Yes",0,0,11,NA,0,0,100,228,"Tilia americana",FALSE,FALSE
"122183","122183","0049568MOR","Tilia americana var. heterophylla (Vent.) Loudon","Hess, WJ","6806V94",30,8,1994,"Yes",0,0,0,NA,0,0,0,242,"Tilia americana",FALSE,FALSE
"177335","177335","0064278MOR","Tilia americana var. heterophylla (Vent.) Loudon","Potenberg, K","13886v13",16,7,2013,"Yes",0,0,40,NA,0,0,100,197,"Tilia americana",FALSE,FALSE
"182180","182180","0084739MOR","Tilia americana var. heterophylla (Vent.) Loudon","Potenberg, K","14535v15",28,7,2015,"Yes",0,0,23,NA,0,0,100,209,"Tilia americana",FALSE,FALSE
"159877","159877","0052536MOR","Cercis canadensis 'Covey'","Jurczynski, J","10300V06",26,4,2006,"Yes",4,213,0,NA,1.84331797235023,98.1566820276498,0,116,"Cercis canadensis",TRUE,FALSE
"168248","168248","0052057MOR","Cercis canadensis 'Covey'","Glaysher, L","11587v09",14,5,2009,"Yes",3,22,0,NA,12,88,0,134,"Cercis canadensis",TRUE,FALSE
"172694","172694","0057719MOR","Cercis canadensis 'Forest Pansy'","Courtney, C","12867v11",11,5,2011,"Yes",0,28,0,NA,0,100,0,131,"Cercis canadensis",TRUE,FALSE
"173564","173564","0058856MOR","Cercis canadensis 'Forest Pansy'","Sachdev, S","13355v12",11,4,2012,"Yes",1,85,0,NA,1.16279069767442,98.8372093023256,0,102,"Cercis canadensis",TRUE,FALSE
"182600","182600","0088559MOR","Cercis canadensis 'Forest Pansy'","Carle, M","14806v16",4,5,2016,"Yes",1,110,0,NA,0.900900900900901,99.0990990990991,0,125,"Cercis canadensis",TRUE,FALSE
"72","72",NA,"Cercis canadensis 'Hearts of Gold'","Potenberg, K","18904v25",31,7,2025,"Yes",0,0,7,NA,0,0,100,212,"Cercis canadensis",TRUE,FALSE
"73","73",NA,"Cercis canadensis 'JN2'","Potenberg, K","18905v25",31,7,2025,"Yes",0,0,8,NA,0,0,100,212,"Cercis canadensis",TRUE,FALSE
"186563","186563","0098844MOR","Cercis canadensis 'MN Strain'","Nowicki, B","15964v18",10,9,2018,"Yes",0,0,6,NA,0,0,100,253,"Cercis canadensis",TRUE,FALSE
"190656","190656","0101682MOR","Cercis canadensis 'MN Strain'","Potenberg, K","17821v23",20,4,2023,"Yes",96,45,0,NA,68.0851063829787,31.9148936170213,0,110,"Cercis canadensis",TRUE,FALSE
"172622","172622","0057666MOR","Cercis canadensis 'Morton'","Moran, E","12831v11",4,5,2011,"Yes",92,14,0,NA,86.7924528301887,13.2075471698113,0,124,"Cercis canadensis",TRUE,FALSE
"184882","184882","0095836MOR","Cercis canadensis 'Pauline Lily'","Nowicki, B","15658v17",18,9,2017,"Yes",0,0,3,NA,0,0,100,261,"Cercis canadensis",TRUE,FALSE
"191209","191209","0102499MOR","Cercis canadensis 'Pink Pom Poms'","Nowicki, B","17868v23",11,5,2023,"Yes",0,34,0,NA,0,100,0,131,"Cercis canadensis",TRUE,FALSE
"13947","13947","0043156MOR","Cercis canadensis 'Pinkbud'","Ciolac, C","s.n.",1,5,1970,"Yes",82,0,0,NA,100,0,0,121,"Cercis canadensis",TRUE,FALSE
"74542","74542","0043149MOR","Cercis canadensis 'Pinkbud'","Podrasky, N","1899V88",12,5,1988,"Yes",1,209,1,NA,0.4739336492891,99.0521327014218,0.4739336492891,133,"Cercis canadensis",TRUE,FALSE
"86350","86350","0043146MOR","Cercis canadensis 'Pinkbud'","Shimp, E","2424V89",10,5,1989,"Yes",60,54,0,NA,52.6315789473684,47.3684210526316,0,130,"Cercis canadensis",TRUE,FALSE
"86355","86355","0043148MOR","Cercis canadensis 'Pinkbud'","Shimp, E","2419V89",10,5,1989,"Yes",23,112,0,NA,17.037037037037,82.962962962963,0,130,"Cercis canadensis",TRUE,FALSE
"86366","86366","0043147MOR","Cercis canadensis 'Pinkbud'","Shimp, E","2425V89",10,5,1989,"Yes",48,74,0,NA,39.344262295082,60.655737704918,0,130,"Cercis canadensis",TRUE,FALSE
"196266","196266",NA,"Cercis canadensis 'UMN7101'","Potenberg, K","18906v25",31,7,2025,"Yes",0,0,2,NA,0,0,100,212,"Cercis canadensis",TRUE,FALSE
"74","74",NA,"Cercis canadensis 'Vanilla Twist'","Potenberg, K","18903v25",31,7,2025,"Yes",0,0,12,NA,0,0,100,212,"Cercis canadensis",TRUE,FALSE
"75","75",NA,"Cercis canadensis 'Vanilla Twist'","Potenberg, K","19120v26",16,4,2026,"Yes",41,85,0,NA,32.5396825396825,67.4603174603175,0,106,"Cercis canadensis",TRUE,FALSE
"13950","13950","0043161MOR","Cercis canadensis 'Wither's Pink Charm'","Braham, R","s.n.",28,7,1971,"Yes",0,0,5,NA,0,0,100,209,"Cercis canadensis",TRUE,FALSE
"13951","13951","0043162MOR","Cercis canadensis 'Wither's Pink Charm'","Braham, R","s.n.",18,5,1971,"Yes",0,155,0,NA,0,100,0,138,"Cercis canadensis",TRUE,FALSE
"65250","65250","0043151MOR","Cercis canadensis 'Wither's Pink Charm'","Deal, G","840V87",28,4,1987,"Yes",108,8,0,NA,93.1034482758621,6.89655172413793,0,118,"Cercis canadensis",TRUE,FALSE
"13942","13942","0043142MOR","Cercis canadensis f. alba Rehder","Kammerer, E","s.n.",9,5,1939,"Yes",39,100,0,NA,28.0575539568345,71.9424460431655,0,129,"Cercis canadensis",FALSE,FALSE
"13944","13944","0043140MOR","Cercis canadensis f. alba Rehder","Read, RW","808",12,8,1970,"Yes",0,0,2,NA,0,0,100,224,"Cercis canadensis",FALSE,FALSE
"13945","13945","0043139MOR","Cercis canadensis f. alba Rehder","Ciolac, C","s.n.",6,5,1970,"Yes",275,0,0,NA,100,0,0,126,"Cercis canadensis",FALSE,FALSE
"13946","13946","0043141MOR","Cercis canadensis f. alba Rehder","Kammerer, E","s.n.",21,5,1937,"Yes",2,56,0,NA,3.44827586206897,96.551724137931,0,141,"Cercis canadensis",FALSE,FALSE
"75004","75004","0043133MOR","Cercis canadensis f. alba Rehder","Podrasky, N","1888V88",12,5,1988,"Yes",12,129,0,NA,8.51063829787234,91.4893617021277,0,133,"Cercis canadensis",FALSE,FALSE
"92588","92588","0043144MOR","Cercis canadensis f. alba Rehder","Packard, S","3560V90",3,7,1990,"Yes",0,0,3,NA,0,0,100,184,"Cercis canadensis",FALSE,FALSE
"131836","131836","0043143MOR","Cercis canadensis f. alba Rehder","Altvatter, K","7360V96",30,5,1996,"Yes",0,18,0,NA,0,100,0,151,"Cercis canadensis",FALSE,FALSE
"13915","13915","0043079MOR","Cercis canadensis L.","Braham, R","s.n.",14,5,1971,"Yes",2,142,0,NA,1.38888888888889,98.6111111111111,0,134,"Cercis canadensis",FALSE,FALSE
"13919","13919","0043134MOR","Cercis canadensis L.","Braham, R","s.n.",28,7,1971,"Yes",0,0,20,NA,0,0,100,209,"Cercis canadensis",FALSE,FALSE
"75322","75322","0043082MOR","Cercis canadensis L.","Podrasky, N","1322V87",8,7,1987,"Yes",0,0,5,NA,0,0,100,189,"Cercis canadensis",FALSE,FALSE
"80381","80381","0043081MOR","Cercis canadensis L.","Craft, A","2132V88",5,7,1988,"Yes",0,0,7,NA,0,0,100,187,"Cercis canadensis",FALSE,FALSE
"85641","85641","0043088MOR","Cercis canadensis L.","Shimp, E","2410V89",10,5,1989,"Yes",10,158,0,NA,5.95238095238095,94.047619047619,0,130,"Cercis canadensis",FALSE,FALSE
